ident, source, url, result
8704861,Jornal Record,http://www.record.xl.pt/internacional/detalhe/mls-seattle-sounders-anunciam-continuidade-do-treinador-brian-schmetzer.html,Downloaded
8663244,Destak,http://www.destak.pt/artigo/280947-joao-sousa-eliminado-na-primeira-ronda-do-torneio-de-tenis-de-xangai,Downloaded
8581126,Jornal Record,http://www.record.xl.pt/modalidades/jogos-olimpicos/rio2016/halterofilismo/detalhe/izzat-artykov-perde-o-bronze-apos-acusar-doping.html,Downloaded
8495779,O Jogo,http://www.ojogo.pt/modalidades/outras-modalidades/noticias/interior/fernando-pimenta-tambem-queria-medalha-no-k4-5250348.html,Downloaded
8624344,Destak,http://www.destak.pt/artigo/278762-producao-de-pera-rocha-com-quebra-de-20-devido-a-fungo-setor,Downloaded
8783163,O Jogo,http://www.ojogo.pt/futebol/1a-liga/sporting/noticias/interior/lider-da-juventude-leonina-nega-invasao-a-academia-5564000.html,Downloaded
8371799,Futebol 365,http://www.futebol365.pt/artigo/149989-presidente-do-v-guimaraes-assume-que-objetivo-europeu-esta-comprometido/,Bad URL
8285564,zerozero,http://www.zerozero.pt/news.php?id=170447,Non-utf-8 encoding
8734718,TeK,http://tek.sapo.pt/mobile/apps/artigo/e_oficial_instagram_introduz_videos_em_direto_e_mensagens_temporarias-49655dqf.html,Bad URL
8395701,O Jogo,http://www.ojogo.pt/Internacional/interior.aspx?content_id=5144631,Downloaded
8545218,PCGuia,http://www.pcguia.pt/2016/07/inesc-tec-colabora-com-a-siemens-no-desenvolvimento-de-micro-redes/,Bad URL
8373839,RTP,http://www.rtp.pt/noticias/mundo/filipe-nyusi-apela-aos-membros-da-frelimo-para-respeitarem-o-bem-publico_n911112,Downloaded
8358708,Jornal de Notícias,http://www.jn.pt/desporto/interior/vieira-no-treino-das-aguias-em-munique-5109979.html?page=-1,Downloaded
8768017,SAPO Desporto,http://desporto.sapo.pt/futebol/internacional/artigo/2016/12/12/comite-disciplinar-da-caf-analisa-uso-de-brasileiros-em-timor-leste,Bad URL
8616482,Correio da Manhã,http://www.cmjornal.pt//cm-ao-minuto/detalhe/importante-e-o-exercito-esclarecer-circunstancias-da-morte-de-militares---passos,Downloaded
8302412,maisfutebol,http://www.maisfutebol.iol.pt/espanha/internacional/ronaldo-marca-e-acerta-no-ferro-mas-real-sofre-no-campo-do-levante,Downloaded
8630536,maisfutebol,http://www.maisfutebol.iol.pt/internacional/espanha/real-madrid-recusado-no-sporting-lucas-silva-volta-aos-treinos,Downloaded
8763716,Jornal de Notícias,http://www.jn.pt/local/noticias/faro/lagoa/interior/jovem-de-18-anos-resgatado-do-mar-em-lagoa-5542253.html?page=-1,Downloaded
8316293,Futebol 365,http://www.futebol365.pt/artigo/148411-bruno-de-carvalho-benfica-e-o-mais-beneficiado-com-erros-da-arbitragem/,Bad URL
8551373,Jornal Record,http://www.record.xl.pt/internacional/detalhe/ucrania-shakhtar-de-paulo-fonseca-goleia-fora.html,Downloaded
8655311,Jornal de Notícias,http://www.jn.pt/mundo/interior/casal-preso-por-morte-de-bebe-dentro-de-carro-5424153.html?page=-1,Downloaded
8234893,Jornal de Notícias,http://www.jn.pt/PaginaInicial/Desporto/Interior.aspx?content_id=4993423&page=-1,Downloaded
8331853,Jornal Record,http://www.record.xl.pt/internacional/paises/espanha/detalhe/getafe-empata-e-sai-provisoriamente-da-zona-perigosa.html,Downloaded
8252909,Destak,http://www.destak.pt/artigo/255668-3.700-afetados-levam-honduras-a-declarar-estado-de-emergencia-nacional,Downloaded
8363454,Jornal de Negócios,http://www.jornaldenegocios.pt/mercados/bolsa/detalhe/acordo_no_bpi_e_plausivel_mas_accoes_continuam_sob_pressao.html,Downloaded
8736256,Diário de Notícias,http://www.dn.pt/portugal/interior/mario-centeno-ausente-das-jornadas-parlamentares-do-ps-5512030.html?page=-1,Downloaded
8393398,TSF,http://www.tsf.pt/desporto/interior/ricardo-ribas-garante-minimos-olimpicos-5142215.html?page=-1,Downloaded
8314571,Correio da Manhã,http://www.cmjornal.xl.pt/mundo/detalhe/eurodeputado_grego_expulso_por_comentario_xenofogo.html,Downloaded
8736776,Jornal de Negócios,http://www.jornaldenegocios.pt/empresas/banca---financas/detalhe/sindicato-preve-100-rescisoes-no-banco-popular-ate-final-da-semana,Downloaded
8286995,Jornal Record,http://www.record.xl.pt/modalidades/ciclismo/detalhe/volta-ao-alentejo-corre-se-entre-16-e-20-de-marco.html,Downloaded
8796354,Diário de Notícias,http://www.dn.pt/pessoas/interior/charlie-sheenpediu-a-deus-que-donaldtrumpfosse-o-proximo-a-morrer-5578845.html?page=-1,Downloaded
8625514,maisfutebol,http://www.maisfutebol.iol.pt/incrivel/emile-mpenza/quando-mpenza-falhou-o-treino-por-causa-do-viagra,Downloaded
8318119,Diário de Notícias,http://www.dnoticias.pt/actualidade/desporto/573962-ii-liga-programa-da-37%C2%AA-jornada,Bad URL
8673056,Jornal Record,http://www.record.xl.pt/internacional/detalhe/ucrania-dinamo-kiev-empata-antes-de-receber-o-benfica.html,Downloaded
8769279,Destak,http://www.destak.pt/artigo/287912-fundacao-aep-lanca-programa-para-estudar-e-atrair-jovens-emigrantes,Downloaded
8357256,maisfutebol,http://www.maisfutebol.iol.pt/sporting/liga/belenenses-tem-tudo-para-crescer-desde-que-as-pessoas-se-entendam,Downloaded
8483443,TSF,http://www.tsf.pt/desporto/euro-2016/interior/ouca-aqui-o-relato-do-portugal-austria-------em-direto-5235821.html?page=-1,Downloaded
8558470,Renascença,http://rr.sapo.pt/noticia/60654/ministra_do_mar_quer_plano_nacional_de_aquacultura_em_dois_anos?utm_source=rss,Bad URL
8560062,Renascença,http://rr.sapo.pt/noticia/60728/suk_bisa_pela_coreia_do_sul_teo_marca_no_empate_da_colombia?utm_source=sapo,Bad URL
8652825,Renascença,http://rr.sapo.pt/noticia/65117/bispos_portugueses_reagem_com_regozijo_ao_anuncio_da_vinda_do_papa_a_fatima?utm_source=rss,Bad URL
8277433,Dinheiro Vivo,http://www.dinheirovivo.pt/economia/antonio-costa-nao-ha-indicadores-que-condicionem-boa-execucao-do-orcamento/1/,Bad URL
8750274,RTP,http://www.rtp.pt/noticias/mundo/director-da-cia-avisa-trump-cancelar-acordo-com-o-irao-seria-uma-loucura_n966280,Downloaded
8331006,Correio da Manhã,http://www.cmjornal.xl.pt/nacional/portugal/detalhe/jovem_de_17_anos_detido_por_trafico_de_droga.html,Downloaded
8713219,Diário Digital,http://diariodigital.sapo.pt/news.asp?id_news=849573,Downloaded
8751631,Diário de Notícias,http://www.dn.pt/dinheiro/interior/quase-40-mil-aderiram-ao-programa-que-perdoa-juros-5529216.html?page=-1,Downloaded
8696827,Renascença,http://rr.sapo.pt/noticia/67253/continua_demolicao_da_selva_em_calais?utm_source=rss,Bad URL
8680335,Correio da Manhã,http://www.cmjornal.pt/cm-ao-minuto/detalhe/yahoo-acusado-copiar-mensagens-correio-eletronico-para-servicos-de-informacoes,Downloaded
8761652,Computerworld,http://www.computerworld.com.pt/2016/12/07/emprego-em-centros-de-contacto-aumenta-65/,Bad URL
8598196,maisfutebol,http://www.maisfutebol.iol.pt/internacional/inglaterra/fenerbahce-jeremain-lens-ja-na-turquia,Downloaded
8315862,Jornal de Negócios,http://www.jornaldenegocios.pt/negocios_iniciativas/seguros/detalhe/lei_e_muito_permissiva.html,Downloaded
8685042,Caras,http://caras.sapo.pt/Nas_Redes/2016-10-22-Iva-Domingues-deseja-bom-fim-de-semana,Downloaded
8307689,Caras,http://caras.sapo.pt/famosos/2016-03-05-Celebridades-atentas-as-propostas-do-proximo-outono-inverno-da-Dior,Downloaded
8419724,RTP,http://www.rtp.pt/noticias/pais/postais-da-grande-guerra-na-rtp_v917731,Downloaded
8486589,Correio da Manhã,http://www.cmjornal.xl.pt/nacional/portugal/detalhe/20160621_0837_ameaca_ex_com_fotos_nua_na_net.html,Downloaded
8692249,Diário de Notícias,http://www.dn.pt/portugal/interior/e-imperdoavel-ficar-calado-e-fingir-que-o-que-se-esta-a-passar-nao-existe-5465228.html?page=-1,Downloaded
8478416,RTP,http://www.rtp.pt/noticias/economia/centromarca-quer-estudo-sobre-consumo-e-mais-fiscalizacao-das-praticas-comerciais_n926433,Downloaded
8647745,Diário de Notícias,http://www.dn.pt/portugal/interior/conselho-de-estado-sauda-candidatura-exemplar-de-guterres-5416401.html?page=-1,Downloaded
8379254,Peopleware,http://pplware.sapo.pt/apple/apple-um-iphone-deve-durar-no-minimo-3-anos/,Downloaded
8611356,Futebol 365,http://www.futebol365.pt/artigo/157530-estadio-onde-platini-comecou-a-jogar-vai-ser-demolido/,Bad URL
8423056,Jornal Record,http://www.record.xl.pt/modalidades/motores/automobilismo/detalhe/wtcc-tiago-monteiro-quer-continuar-no-topo-da-classificacao.html,Downloaded
8663532,Jornal de Notícias,http://www.jn.pt/nacional/interior/eduardo-cabrita-diz-que-bola-esta-do-lado-dos-autarcas-5433873.html?page=-1,Downloaded
8268503,Renascença,http://rr.sapo.pt/noticia/46785/mario_centeno_esconde_o_jogo_sobre_recenseamento_da_funcao_publica?utm_source=rss,Bad URL
8431590,Euronews,http://pt.euronews.com/2016/05/17/belgica-guardas-prisionais-invadem-ministerio-da-justica/,Downloaded
8759360,Jornal de Negócios,http://www.jornaldenegocios.pt/empresas/agricultura-e-pescas/detalhe/grupo-valouro-controi-unidades-de-ovos-de-incubacao-em-portugal-e-espanha,Downloaded
8670598,Diário Digital,http://diariodigital.sapo.pt/news.asp?id_news=846076,Downloaded
8247859,Diário Economico,http://economico.sapo.pt/noticias/alfa-romeo-em-dificuldades-calma-a-especulacao-sobre-a-sua-morte-e-exagerada_241063.html,Downloaded
8493551,Jornal Record,http://www.record.xl.pt/internacional/competicoes-de-selecoes/europeu/euro-2016/grupos/grupo-d/croacia/detalhe/milan-badelj-portugal-nao-e-so-cristiano-ronaldo.html,Downloaded
8317769,TSF,http://www.tsf.pt/sociedade/saude/interior/super-hospitais-apresentados-hoje-5071754.html?page=-1,Downloaded
8307728,Futebol 365,http://www.futebol365.pt/artigo/148146-gianni-infantino-quer-mais-transparencia-na-escolha-dos-mundiais-de-futebol/,Bad URL
8617240,Diário de Notícias,http://www.dn.pt/mundo/interior/franca-tem-15-mil-pessoas-sob-vigilancia-por-suspeitas-de-radicalizacao-5383649.html?page=-1,Downloaded
8583663,Jornal Record,http://www.record.xl.pt/modalidades/jogos-olimpicos/rio2016/atletismo/detalhe/usain-bolt-sou-o-maior-da-historia.html,Downloaded
8690720,Peopleware,https://pplware.sapo.pt/gadgets/gadgets-controlados-a-distancia-qual-deles-o-mais-divertido/,Downloaded
8646301,Jornal Record,http://www.record.xl.pt/futebol/futebol-nacional/liga-nos/benfica/detalhe/jose-gomes-e-o-mais-jovem-de-sempre-a-jogar-pelo-benfica-na-europa.html,Downloaded
8569280,Correio da Manhã,http://www.cmjornal.pt//mundo/detalhe/assassino-em-serie-condenado-a-morte,Downloaded
8275013,O Informador Fiscal,http://www.informador.pt/noticias/F4CB.01E8/Producao-de-azeitona-oleificada-proxima-de-maximos-historicos-Janeiro-de-2016,Bad URL
8670221,Expresso,http://expresso.sapo.pt/economia/2016-10-14-Verizon-pondera-cancelar-compra-da-Yahoo-por-causa-de-ciberataque-massivo,Downloaded
8485486,Diário de Notícias,http://www.dn.pt/desporto/interior/golo-de-cristiano-ronaldo-eleito-o-melhor-da-liga-dos-campeoes-5238284.html?page=-1,Downloaded
8639741,SAPO Desporto,http://desporto.sapo.pt/futebol/liga_inglesa/artigo/2016/09/25/o-futebol-nao-se-preocupa-com-a-historia-nem-com-aniversario,Downloaded
8201827,Destak,http://www.destak.pt/artigo/252456-marcelo-nega-representar-direita-edgar-silva-nao-exclui-poder-liderar-pcp,Downloaded
8504080,Correio da Manhã,http://www.cmjornal.xl.pt/nacional/sociedade/detalhe/algarve_sem_resposta_para_consequencias_do_brexit.html,Downloaded
8569247,Destak,http://www.destak.pt/artigo/275752-divida-publica-nos-1316-no-1.-semestre-acima-da-meta-do-conjunto-do-ano,Downloaded
8377752,TSF,http://www.tsf.pt/politica/interior/costa-vai-a-exame-debate-quinzenal-apos-semana-negra-em-direto-5127347.html?page=-1,Downloaded
8394139,Jornal Record,http://www.record.xl.pt/futebol/futebol-nacional/detalhe/morreu-patrick-lopes-ex-jogador-da-u-leiria.html,Downloaded
8426634,zerozero,http://www.zerozero.pt/news.php?id=174823,Non-utf-8 encoding
8507951,RTP,http://www.rtp.pt/noticias/mundo/protesto-contra-incineradora-no-sul-da-china-resulta-em-confrontos-com-a-policia_n931158,Downloaded
8468386,Correio da Manhã,http://www.cmjornal.xl.pt/cm_ao_minuto/detalhe/pgr_alerta_para_eventuais_inconstitucionalidades_na_apreensao_de_bens_de_politicos.html,Downloaded
8567862,Renascença,http://rr.sapo.pt/noticia/61089/madeira_pede_ajuda_financeira_ao_estado_e_portugal_pede_ajuda_a_europa?utm_source=rss,Bad URL
8451244,Renascença,http://rr.sapo.pt/noticia/55324/banco_alimentar_recolheu_mais_de_1900_toneladas_de_produtos_apesar_da_quebra_de_8?utm_source=rss,Bad URL
8725939,MetroNews,http://www.metronews.com.pt/2016/11/16/maior-inventario-de-doces-portugueses-lancado-em-guimaraes/,Downloaded
8320881,Peopleware,http://pplware.sapo.pt/informacao/qubes-os-um-sistema-operativo-anti-ataques/,Downloaded
8684326,Destak,http://www.destak.pt/artigo/282422-portugueses-no-canada-precisam-de-se-reinventar-para-se-integrarem-investigadora,Downloaded
8584347,zerozero,http://www.zerozero.pt/news.php?id=179637,Non-utf-8 encoding
8370836,Diário Digital,http://diariodigital.sapo.pt/news.asp?id_news=820472,Downloaded
8621072,Diário Digital,http://diariodigital.sapo.pt/news.asp?id_news=842013,Downloaded
8200395,Jornal de Notícias,http://www.jn.pt/PaginaInicial/Desporto/Interior.aspx?content_id=4964419&page=-1,Downloaded
8330659,Diário Digital,http://diariodigital.sapo.pt/news.asp?id_news=817051,Downloaded
8753242,SAPO Desporto,http://desporto.sapo.pt/futebol/cabo_verde/artigo/2016/12/02/gala-do-desporto-cabo-verdiano-vai-ser-transmitida-em-direto,Downloaded
8540010,O Jogo,http://www.ojogo.pt/multimedia/fotografias/interior/a-vitoria-portista-contada-de-imagens-5301929.html,Downloaded
8197892,Correio da Manhã,http://www.cmjornal.xl.pt/nacional/portugal/detalhe/militares_exigem_reativacao_da_bt.html,Downloaded
8417962,Jornal Record,http://www.record.xl.pt/futebol/futebol-nacional/liga-nos/detalhe/trio-de-candidatoscorre-pela-europa.html,Downloaded
8515719,Diário Economico,http://economico.sapo.pt/noticias/eua-criacao-de-emprego-em-maximos-de-outubro_254098.html,Downloaded
8484531,maisfutebol,http://www.maisfutebol.iol.pt/euro-2016/suica/merecemos-o-apuramento-dizem-os-suicos,Downloaded
8232812,Correio da Manhã,http://www.cmjornal.xl.pt/exclusivos/detalhe/homicida_prepara_o_funeral.html,Downloaded
8309965,Diário de Notícias,http://www.dnoticias.pt/actualidade/desporto/573106-hungaro-viktor-kassai-arbitra-jogo-do-benfica-em-sao-petersburgo,Bad URL
8517556,Diário de Notícias,http://www.dn.pt/portugal/interior/igai-vai-investigar-sef-por-causa-das-legalizacoes-fora-da-lei-5275272.html?page=-1,Downloaded
8386618,Diário Digital,http://diariodigital.sapo.pt/news.asp?id_news=821852,Downloaded
8236496,Futebol 365,http://www.futebol365.pt/artigo/146013-joao-carlos-teixeira-quer-jogar-mais-minutos-no-liverpool/,Bad URL
8440857,Destak,http://www.destak.pt/artigo/267705-pelo-menos-100-mortos-em-atentados-em-tartus-e-jableh-novo-balanco,Downloaded
8528910,RTP,http://www.rtp.pt/noticias/mundo/ataques-aereos-contra-ei-suspensos-temporariamente-pentagono_n934225,Downloaded
8721190,RTP,http://www.rtp.pt/noticias/futebol-internacional/griezmann-abandona-selecao-francesa-por-lesao_d961683,Downloaded
8701414,O Jogo,http://www.ojogo.pt/futebol/1a-liga/benfica/noticias/interior/tecnico-do-dinamo-inocenta-junior-moraes-pelo-penalti-falhado-5475097.html,Downloaded
8608457,maisfutebol,http://www.maisfutebol.iol.pt/benfica/liga/fachada-do-estadio-da-luz-volta-a-ter-aguia,Downloaded
8678893,Jornal Record,http://www.record.xl.pt/modalidades/detalhe/multicampea-mundial-de-esqui-de-fundo-suspensa-por-doping.html,Downloaded
8231973,Diário IOL,http://www.tvi24.iol.pt/internacional/sao-tome/governo-de-s-tome-guterres-tem-integridade-para-ser-secretario-geral-da-onu,Downloaded
8527571,RTP,http://www.rtp.pt/noticias/pais/prevencao-de-incendios-florestais-em-braga-conta-com-apoio-de-240-militares_n934010,Downloaded
8308615,Correio da Manhã,http://www.cmjornal.xl.pt/desporto/detalhe/aimar_benfica_e_um_clube_enorme_que_nao_pode_empatar.html,Downloaded
8289583,Jornal de Negócios,http://www.jornaldenegocios.pt/mercados/materias_primas/detalhe/petroleo_em_queda_arrasa_confianca_nos_mercados.html,Downloaded
8603100,Jornal de Negócios,http://www.jornaldenegocios.pt/opiniao/economistas/detalhe/limpar_os_jogos_olimpicos.html,Downloaded
8737681,O Jogo,http://www.ojogo.pt/internacional/noticias/interior/tres-antigos-vices-na-corrida-a-lideranca-da-federacao-angolana-de-futebol-5513673.html,Downloaded
8647224,Jornal de Negócios,http://www.jornaldenegocios.pt/empresas/pme/start_ups/detalhe/portugal_ventures_investe_na_egg_electronics.html,Downloaded
8585212,Diário Digital,http://diariodigital.sapo.pt/news.asp?id_news=838880,Downloaded
8458254,Correio da Manhã,http://www.cmjornal.xl.pt/desporto/futebol/detalhe/as_estrelas_que_ficaram_de_fora_do_euro2016.html,Downloaded
8629345,Jornal Record,http://www.record.xl.pt/modalidades/jogos-olimpicos/paralimpicos/rio2016/detalhe/a-sambar-ate-toquio.html,Downloaded
8377024,Correio da Manhã,http://www.cmjornal.xl.pt/desporto/modalidades/detalhe/alonso_autorizado_a_correr_no_grande_premio_da_china.html,Downloaded
8322743,Diário Digital,http://diariodigital.sapo.pt/news.asp?id_news=816245,Downloaded
8543839,Diário Digital,http://diariodigital.sapo.pt/news.asp?id_news=835256,Downloaded
8217091,maisfutebol,http://www.maisfutebol.iol.pt/teofilo-gutierrez/13-01-2016/sporting-teo-gutierrez-perdeu-ligacao-em-bogota,Downloaded
8603064,Euronews,http://pt.euronews.com/2016/09/01/italia-governo-nomeia-comissario-para-supervisionar-reconstrucao-apos-sismo,Downloaded
8203255,Correio da Manhã,http://www.cmjornal.xl.pt/cm_ao_minuto/detalhe/presidenciais_edgar_silva_defende_que_melhor_solucao_e_estado_deter_100_da_tap.html,Downloaded
8273926,Correio da Manhã,http://www.cmjornal.xl.pt/cm_ao_minuto/detalhe/governo_nomeia_nova_equipa_para_a_direcao_do_instituto_de_informatico_da_seguranca_social.html,Downloaded
8476171,Destak,http://www.destak.pt/artigo/269920-apoio-financeiro-pode-chegar-aos-45-mil-milhoes-de-dolares,Downloaded
8404904,Correio da Manhã,http://www.cmjornal.xl.pt/mundo/detalhe/greenpeace_revela_documentos_sobre_acordo_de_livre_comercio.html,Downloaded
8510221,Diário Economico,http://economico.sapo.pt/noticias/cgd-marcelo-diz-que-nova-administracao-entra-em-funcoes-dentro-de-10-a-12-dias_253778.html,Downloaded
8670125,Jornal de Negócios,http://www.jornaldenegocios.pt/opiniao/linhas_cruzadas/detalhe/estarao_os_suecos_loucos_com_o_nobel_para_bob_dylan.html,Downloaded
8723255,Activa,http://activa.sapo.pt/famosos/2016-11-14-Kendall-Jenner-apaga-conta-do-Instagram,Downloaded
8782337,Renascença,http://rr.sapo.pt/noticia/71454/cedric_soares_preparado_para_a_concorrencia_na_selecao_nacional?utm_source=sapo,Bad URL
8329445,Destak,http://www.destak.pt/artigo/260592-proximo-secretario-executivo-da-cplp-sera-sao-tomense-mne-de-cabo-verde-e-guine-bissau,Downloaded
8381342,RTP,http://www.rtp.pt/noticias/imagem-do-dia/mundo/a-espera-de-dilma_912163,Downloaded
8456947,Peopleware,http://pplware.sapo.pt/microsoft/windows/samsung-nao-recomenda-actualizacao-windows-10/,Downloaded
8294220,Jornal Diário,http://www.jornaldiario.com/ver_noticia.php?id=53913,
8585700,Jornal Record,http://www.record.xl.pt/jogos_em_direto.aspx?id=9817521,Downloaded
8420950,Destak,http://www.destak.pt/artigo/266274-governo-mantem-servicos-minimos-nos-portos-de-lisboa-e-setubal,Downloaded
8436818,RTP,http://www.rtp.pt/noticias/taca-de-portugal/secretario-companhia-ganharam-cinco-tacas_d920183,Downloaded
8222840,Correio da Manhã,http://www.cmjornal.xl.pt/cm_ao_minuto/detalhe/brasil_registou_recorde_de_16_milhoes_de_casos_de_dengue_em_2015.html,Downloaded
8597298,Renascença,http://rr.sapo.pt/noticia/62382/corona_e_baixa_pos_classico?utm_source=sapo,Bad URL
8224929,Diário Digital,http://diariodigital.sapo.pt/news.asp?id_news=807438,Downloaded
8374361,Futebol 365,http://www.futebol365.pt/artigo/150053-emilio-macedo-reconhece-que-deixou-v-guimaraes-com-dividas-ao-estado/,Bad URL
8672043,Expresso,http://expresso.sapo.pt/economia/2016-10-14-PSD-fala-em-pacote-de-impostos-de-12-cargas-1,Downloaded
8222230,O Jogo,http://www.ojogo.pt/Futebol/1a_liga/uniao_madeira/interior.aspx?content_id=5016816,Downloaded
8322853,Renascença,http://rr.sapo.pt/noticia/49255/inter_de_porto_alegre_insiste_em_teo?utm_source=sapo,Bad URL
8236513,RTP,http://www.rtp.pt/noticias/mundo/arabia-saudita-quer-proibir-xadrez_n890154,Downloaded
8733926,Renascença,http://rr.sapo.pt/noticia/69031/marcelo_hermes_assina_pre_acordo_com_o_benfica?utm_source=sapo,Bad URL
8418960,Jornal de Negócios,http://www.jornaldenegocios.pt/economia/politica/detalhe/gaffe_de_cameron_afeganistao_e_nigeria_sao_paises_espantosamente_corruptos.html,Downloaded
8792228,Jornal de Notícias,http://www.jn.pt/nacional/interior/pediatrico-de-coimbra-nao-recebe-dados-da-saude-24-5574283.html?page=-1,Downloaded
8605570,Destak,http://www.destak.pt/artigo/277583-theresa-may-quer-que-reino-unido-seja-lider-global-no-comercio-livre,Downloaded
8705309,Correio da Manhã,http://www.cmjornal.pt/sociedade/detalhe/fumar-provoca-mutacoes-geneticas-nos-pulmoes,Downloaded
8597271,maisfutebol,http://www.maisfutebol.iol.pt/espanha/selecao-de-espanha/sergio-ramos-e-estranho-chegar-aqui-e-nao-ver-casillas,Downloaded
8760589,Jornal Record,http://www.record.xl.pt/internacional/real-madrid/detalhe/merengues-pedem-respeito-para-cristiano-ronaldo.html,Bad URL
8373069,Jornal Record,http://www.record.xl.pt/futebol/futebol-nacional/liga-nos/fc-porto/detalhe/ativos-importantes-estarao-na-balanca.html,Downloaded
8221491,Diário Digital,http://diariodigital.sapo.pt/news.asp?id_news=807207,Downloaded
8774540,RTP,http://www.rtp.pt/noticias/pais/pan-diz-que-abate-de-animais-esta-fora-de-questao-em-castelo-branco_n969634,Downloaded
8467775,Diário Digital,http://diariodigital.sapo.pt/news.asp?id_news=828990,Downloaded
8544921,Destak,http://www.destak.pt/artigo/274386-maioria-dos-empresarios-portugueses-preocupados-com-defice-e-divida-barometro-kaizen,Downloaded
8615272,SAPO Desporto,http://desporto.sapo.pt/futebol/distritais/artigo/2016/09/09/presidente-do-beira-mar-nao-teme-regresso-ao-estadio-de-aveiro,Downloaded
8345258,Renascença,http://rr.sapo.pt/noticia/50289/portugal_condena_atentado_barbaro_no_paquistao?utm_source=rss,Bad URL
8386550,Diário de Notícias,http://www.dn.pt/portugal/interior/fiscais-de-obrasdetidas-por-suspeita-de-corrupcao-5135804.html?page=-1,Downloaded
8677521,Destak,http://www.destak.pt/artigo/281951-festival-acordeoes-do-mundo-de-torres-vedras-com-musicos-oriundos-do-medio-oriente,Downloaded
8595344,Peopleware,https://pplware.sapo.pt/gadgets/high-tech/implantes-chips-dao-super-poderes-quase/,Downloaded
8419948,Diário Digital,http://diariodigital.sapo.pt/news.asp?id_news=824642,Downloaded
8605233,O Informador Fiscal,http://www.informador.pt/noticias/F4E0.0285/Euribor-3-meses-inicia-queda,Bad URL
8547700,RTP,http://www.rtp.pt/noticias/politica/marcelo-afasta-crise-politica-e-diz-se-tranquilo-quanto-a-aprovacao-do-orcamento_n936985,Downloaded
8381919,PCGuia,http://www.pcguia.pt/2016/04/vem-ai-o-rpg-hit-para-android-e-ios/,Bad URL
8558872,SAPO Desporto,http://desporto.sapo.pt/jogos_olimpicos/brasil_2016/artigo/2016/08/04/ja-ha-onze-de-portugal-frente-a-argentina,Downloaded
8675339,O Jogo,http://www.ojogo.pt/internacional/noticias/interior/cristiano-ja-tem-a-bola-de-ouro-em-casa-e-nao-disse-nada-a-ninguem-5447287.html,Downloaded
8557596,Correio da Manhã,http://www.cmjornal.xl.pt/cm_ao_minuto/detalhe/temperaturas_vao_subir_e_variar_entre_os_32_e_os_42_graus_a_partir_de_sabado.html,Bad URL
8734253,Diário Digital,http://diariodigital.sapo.pt/news.asp?id_news=851432,Downloaded
8263433,RTP,http://www.rtp.pt/noticias/economia/lucro-das-seguradoras-cresce-cinco-vezes-para-378-milhoes-de-euros-em-2015_n895036,Downloaded
8265291,Jornal Record,http://www.record.xl.pt/modalidades/atletismo/detalhe/atleta-denuncia-subornos-para-abafar-casos-de-doping.html,Downloaded
8315965,Correio da Manhã,http://www.cmjornal.xl.pt/cm_ao_minuto/detalhe/taxas_euribor_renovam_minimos_a_3_6_e_9_meses_mas_tambem_caem_a_12_meses.html,Downloaded
8712548,Jornal Record,http://www.record.xl.pt/fora-de-campo/detalhe/adriano-defende-que-declarou-rendimentos-em-offshore-na-madeira-ao-fisco-espanhol.html,Downloaded
8262010,Diário Economico,http://economico.sapo.pt/noticias/pme-excelencia-sao-menos-mas-facturam-mais-mil-milhoes_242153.html,Downloaded
8609318,Diário Digital,http://diariodigital.sapo.pt/news.asp?id_news=840885,Downloaded
8468213,Jornal de Negócios,http://www.jornaldenegocios.pt/empresas/automovel/detalhe/ceo_deixa_cargo_na_suzuki_apos_escandalo_de_emissoes.html,Downloaded
8710739,SAPO Desporto,http://desporto.sapo.pt/futebol/primeira_liga/artigo/2016/11/07/dirigente-leonino-revela-que-iuri-medeiros-foi-a-razao-pela-confusao-em-alvalade,Downloaded
8793570,Lusa,http://noticias.sapo.pt/fotos/tek-top-noticias-2016_1692201/58640ad962ee91c16decb025/,Bad URL
8673416,Correio da Manhã,http://www.cmjornal.pt/cm-ao-minuto/detalhe/china-vai-lancar-missao-espacial-tripulada,Downloaded
8293624,RTP,http://www.rtp.pt/noticias/economia/passos-coelho-aconselha-governo-a-arrepiar-caminho-para-nao-tropecar_n899337,Downloaded
8575543,Jornal Record,http://www.record.xl.pt/modalidades/jogos-olimpicos/rio2016/atletismo/detalhe/tas-ordena-reintegracao-de-klishina.html,Downloaded
8529390,Correio da Manhã,http://www.cmjornal.xl.pt/nacional/economia/detalhe/fechado_o_circuito_de_luvas_no_caso_da_pt.html,Downloaded
8375590,Diário de Notícias,http://www.dn.pt/mundo/interior/judeus-escondidos-e-terroristas-em-fuga-a-comparacao-feita-por-um-ministro-5125866.html?page=-1,Downloaded
8754000,Correio da Manhã,http://www.cmjornal.pt/cm-ao-minuto/detalhe/angolampla-saida-e-uma-boa-noticia-e-pais-precisa-de-novas-caras---luaty-beirao,Downloaded
8732847,Euronews,http://pt.euronews.com/2016/11/20/processo-de-unificacao-de-chipre-na-reta-final,Downloaded
8679067,SAPO Desporto,http://desporto.sapo.pt/futebol/primeira_liga/artigo/2016/10/19/tribunal-de-braga-condena-agente-de-futebolista-em-situacao-ilegal,Downloaded
8293210,Jornal Record,http://www.record.xl.pt/futebol/futebol-nacional/2--liga/olhanense/detalhe/cristiano-bacci-quer-amealhar-pontos-diante-do-sporting-b.html,Bad URL
